"ID","groupNr","subjectNr","period","check","relevant_decI","nAnimals","animalName","treatment","e1","e2","orderTrials","orderConfidence1","confidence","confidenceTreatment","consent_beg","consent_end","whichPart","qR1","qR2","qR3","social_info","social_confidence","goal","strategy","general","partA","remarks","age","gender","time_check","time_welcome","time_HIT description","time_Instructions 1","time_Instructions 2","time_Instructions 3","time_Instructions 4","time_Instructions 5","time_Instructions 6","time_Instructions 7","time_Instructions 8","time_Instructions 9","time_Instructions 10","time_quiz","time_get ready","time_watch pic","time_estimate 1","time_confidence","time_estimate 2","time_end of round","time_Questionnaire","time_earnings","time_Collect payment","s","target","distance","gender_factor"
99,NA,NA,17,NA,NA,44,"bee",0,52,48,NA,NA,3,3,NA,NA,NA,NA,NA,NA,41,8,NA,NA,NA,NA,NA,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,8,4,NA,NA,NA,0.363636363636364,41.6,0.600000000000001,"female"
99,NA,NA,18,NA,NA,76,"flamingo",0,63,68,NA,NA,3,1,NA,NA,NA,NA,NA,NA,73,1,NA,NA,NA,NA,NA,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,9,3,NA,NA,NA,0.5,75.6,2.59999999999999,"female"
99,NA,NA,19,NA,NA,98,"crane",1,66,75,NA,NA,7,2,NA,NA,NA,NA,NA,NA,78,5,NA,NA,NA,NA,NA,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,7,14,NA,NA,NA,0.75,79.2,1.2,"female"
99,NA,NA,20,NA,NA,62,"cricket",1,55,60,NA,NA,7,3,NA,NA,NA,NA,NA,NA,65,8,"To find out whether people's estimates changed or influenced by other people.","I used the information to confirm whether my estimates were shared by other people.","I think the survey is quite challenging.","I find the instructions easy to understand and not complicated.","N/A",31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,7,4,239,15,NA,0.5,66,1,"female"
100,0,0,1,NA,19,93,"ant",1,80,87,"1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1","3,2,1,2,1,3,3,3,2,1,3,1,1,3,3,1,1,1,3,2,3,2,1,2,1,3,3,3,2,1,3,1,1,3,3,1,1,1,3,2",6,3,1,1,2,1,1,1,98,8,NA,NA,NA,NA,NA,34,2,21,7,5,3,7,4,11,3,7,12,10,7,13,21,4,NA,5,3,7,2,NA,NA,NA,0.388888888888889,96,2,"male"
100,NA,NA,2,NA,NA,84,"bee",0,83,83,NA,NA,4,2,NA,NA,NA,NA,NA,NA,94,5,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,2,NA,NA,NA,0,99.6,5.59999999999999,"male"
100,NA,NA,3,NA,NA,58,"flamingo",0,42,46,NA,NA,3,1,NA,NA,NA,NA,NA,NA,51,3,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,15,NA,NA,NA,0.444444444444444,50.4,0.600000000000001,"male"
100,NA,NA,4,NA,NA,79,"crane",1,76,88,NA,NA,5,2,NA,NA,NA,NA,NA,NA,95,5,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,NA,NA,NA,0.631578947368421,91.2,3.8,"male"
100,NA,NA,5,NA,NA,57,"cricket",0,56,58,NA,NA,3,1,NA,NA,NA,NA,NA,NA,67,4,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,NA,NA,NA,0.181818181818182,67.2,0.200000000000003,"male"
100,NA,NA,6,NA,NA,94,"ant",0,60,64,NA,NA,4,3,NA,NA,NA,NA,NA,NA,72,8,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,NA,NA,NA,0.333333333333333,72,0,"male"
100,NA,NA,7,NA,NA,44,"bee",0,39,41,NA,NA,2,3,NA,NA,NA,NA,NA,NA,46,8,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,NA,NA,NA,0.285714285714286,46.8,0.799999999999997,"male"
100,NA,NA,8,NA,NA,76,"flamingo",1,73,85,NA,NA,6,3,NA,NA,NA,NA,NA,NA,92,9,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,1,NA,NA,NA,0.631578947368421,87.6,4.40000000000001,"male"
100,NA,NA,9,NA,NA,98,"crane",1,76,76,NA,NA,5,2,NA,NA,NA,NA,NA,NA,93,5,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,6,2,NA,NA,NA,0,91.2,1.8,"male"
100,NA,NA,10,NA,NA,62,"cricket",1,78,70,NA,NA,7,1,NA,NA,NA,NA,NA,NA,61,4,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,0.470588235294118,62.4,1.40000000000001,"male"
100,NA,NA,11,NA,NA,93,"ant",0,65,71,NA,NA,4,3,NA,NA,NA,NA,NA,NA,77,7,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,3,NA,NA,NA,0.5,78,1,"male"
100,NA,NA,12,NA,NA,84,"bee",0,62,62,NA,NA,2,1,NA,NA,NA,NA,NA,NA,75,2,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,2,NA,NA,NA,0,74.4,0.600000000000009,"male"
100,NA,NA,13,NA,NA,58,"flamingo",0,46,50,NA,NA,4,1,NA,NA,NA,NA,NA,NA,55,4,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,3,NA,NA,NA,0.444444444444444,55.2,0.199999999999996,"male"
100,NA,NA,14,NA,NA,79,"crane",1,60,67,NA,NA,5,3,NA,NA,NA,NA,NA,NA,74,7,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,1,NA,NA,NA,0.5,72,2,"male"
100,NA,NA,15,NA,NA,57,"cricket",1,54,59,NA,NA,6,3,NA,NA,NA,NA,NA,NA,65,7,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,2,NA,NA,NA,0.454545454545455,64.8,0.200000000000003,"male"
100,NA,NA,16,NA,NA,94,"ant",1,62,62,NA,NA,4,1,NA,NA,NA,NA,NA,NA,73,3,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,3,NA,NA,NA,0,74.4,1.39999999999999,"male"
100,NA,NA,17,NA,NA,44,"bee",0,51,51,NA,NA,3,1,NA,NA,NA,NA,NA,NA,40,1,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,2,NA,NA,NA,0,40.8,0.800000000000004,"male"
100,NA,NA,18,NA,NA,76,"flamingo",0,52,52,NA,NA,2,1,NA,NA,NA,NA,NA,NA,64,1,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,5,NA,NA,NA,0,62.4,1.6,"male"
100,NA,NA,19,NA,NA,98,"crane",1,43,43,NA,NA,2,3,NA,NA,NA,NA,NA,NA,49,7,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,7,NA,NA,NA,0,51.6,2.6,"male"
100,NA,NA,20,NA,NA,62,"cricket",1,57,57,NA,NA,3,2,NA,NA,NA,NA,NA,NA,61,6,"No idea","I kinda guessed, they brought felt as unsure as I did","Was hard, would have prefer to know if I was right instead of others assessment","Seemed easy to understand","No",34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,43,15,NA,0,68.4,7.39999999999999,"male"
101,0,0,1,NA,16,93,"ant",1,48,53,"1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0","2,1,1,3,1,3,1,3,2,1,3,2,1,1,3,3,3,2,1,3,2,1,1,3,1,3,1,3,2,1,3,2,1,1,3,3,3,2,1,3",4,2,1,1,2,1,1,1,55,6,NA,NA,NA,NA,NA,24,2,20,10,2,3,21,7,15,4,13,14,4,8,2,20,8,NA,8,4,9,5,NA,NA,NA,0.714285714285714,57.6,2.59999999999999,"male"
101,NA,NA,2,NA,NA,84,"bee",0,26,37,NA,NA,3,1,NA,NA,NA,NA,NA,NA,46,2,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,2,NA,NA,NA,0.55,31.2,14.8,"male"
101,NA,NA,3,NA,NA,58,"flamingo",0,18,20,NA,NA,5,1,NA,NA,NA,NA,NA,NA,30,1,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,8,6,2,NA,NA,NA,0.166666666666667,21.6,8.4,"male"
101,NA,NA,4,NA,NA,79,"crane",1,32,37,NA,NA,2,3,NA,NA,NA,NA,NA,NA,41,9,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,10,2,NA,NA,NA,0.555555555555556,38.4,2.6,"male"
101,NA,NA,5,NA,NA,57,"cricket",0,23,24,NA,NA,9,1,NA,NA,NA,NA,NA,NA,38,3,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,7,2,NA,NA,NA,0.0666666666666667,27.6,10.4,"male"
101,NA,NA,6,NA,NA,94,"ant",1,36,40,NA,NA,4,3,NA,NA,NA,NA,NA,NA,48,7,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,2,NA,NA,NA,0.333333333333333,43.2,4.8,"male"
101,NA,NA,7,NA,NA,44,"bee",1,29,30,NA,NA,8,1,NA,NA,NA,NA,NA,NA,35,2,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,2,NA,NA,NA,0.166666666666667,34.8,0.200000000000003,"male"
101,NA,NA,8,NA,NA,76,"flamingo",0,23,24,NA,NA,8,3,NA,NA,NA,NA,NA,NA,26,10,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,2,NA,NA,NA,0.333333333333333,27.6,1.6,"male"
101,NA,NA,9,NA,NA,98,"crane",0,29,30,NA,NA,9,2,NA,NA,NA,NA,NA,NA,47,5,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,3,NA,NA,NA,0.0555555555555556,34.8,12.2,"male"
101,NA,NA,10,NA,NA,62,"cricket",0,22,22,NA,NA,10,1,NA,NA,NA,NA,NA,NA,34,4,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,2,NA,NA,NA,0,26.4,7.6,"male"
101,NA,NA,11,NA,NA,93,"ant",0,27,27,NA,NA,10,3,NA,NA,NA,NA,NA,NA,43,8,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,6,2,NA,NA,NA,0,32.4,10.6,"male"
101,NA,NA,12,NA,NA,84,"bee",1,38,38,NA,NA,4,2,NA,NA,NA,NA,NA,NA,47,6,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,4,NA,NA,NA,0,45.6,1.4,"male"
101,NA,NA,13,NA,NA,58,"flamingo",0,18,18,NA,NA,8,1,NA,NA,NA,NA,NA,NA,30,1,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,6,7,NA,NA,NA,0,21.6,8.4,"male"
101,NA,NA,14,NA,NA,79,"crane",1,38,46,NA,NA,2,1,NA,NA,NA,NA,NA,NA,54,1,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,2,NA,NA,NA,0.5,45.6,8.4,"male"
101,NA,NA,15,NA,NA,57,"cricket",1,36,37,NA,NA,4,3,NA,NA,NA,NA,NA,NA,42,7,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,8,12,NA,NA,NA,0.166666666666667,43.2,1.2,"male"
101,NA,NA,16,NA,NA,94,"ant",0,26,28,NA,NA,4,3,NA,NA,NA,NA,NA,NA,35,7,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,7,1,NA,NA,NA,0.222222222222222,31.2,3.8,"male"
101,NA,NA,17,NA,NA,44,"bee",1,24,25,NA,NA,3,3,NA,NA,NA,NA,NA,NA,29,8,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,2,NA,NA,NA,0.2,28.8,0.200000000000003,"male"
101,NA,NA,18,NA,NA,76,"flamingo",1,26,34,NA,NA,1,2,NA,NA,NA,NA,NA,NA,45,6,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21,6,2,NA,NA,NA,0.421052631578947,31.2,13.8,"male"
101,NA,NA,19,NA,NA,98,"crane",1,51,56,NA,NA,4,1,NA,NA,NA,NA,NA,NA,61,1,NA,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,2,NA,NA,NA,0.5,61.2,0.199999999999996,"male"
101,NA,NA,20,NA,NA,62,"cricket",0,21,21,NA,NA,9,3,NA,NA,NA,NA,NA,NA,24,10,"Unsure","Just a average","Unknown","It was strict","N/A",24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,2,28,18,NA,0,25.2,1.2,"male"
102,0,0,1,NA,17,93,"ant",1,50,55,"1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0","2,1,1,2,1,2,3,1,3,3,2,3,1,1,1,3,3,1,3,3,2,1,1,2,1,2,3,1,3,3,2,3,1,1,1,3,3,1,3,3",3,2,1,1,1,1,1,1,61,6,NA,NA,NA,NA,NA,34,2,48,22,27,6,19,12,21,5,28,14,11,11,17,21,5,NA,7,4,8,2,NA,NA,NA,0.454545454545455,60,1,"male"
102,NA,NA,2,NA,NA,84,"bee",0,75,82,NA,NA,1,1,NA,NA,NA,NA,NA,NA,90,3,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,17,2,NA,NA,NA,0.466666666666667,90,0,"male"
102,NA,NA,3,NA,NA,58,"flamingo",1,65,58,NA,NA,4,1,NA,NA,NA,NA,NA,NA,52,4,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,10,1,NA,NA,NA,0.538461538461538,52,0,"male"
102,NA,NA,4,NA,NA,79,"crane",1,80,72,NA,NA,1,2,NA,NA,NA,NA,NA,NA,65,6,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,8,2,NA,NA,NA,0.533333333333333,64,1,"male"
102,NA,NA,5,NA,NA,57,"cricket",0,45,50,NA,NA,1,1,NA,NA,NA,NA,NA,NA,54,3,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,10,1,NA,NA,NA,0.555555555555556,54,0,"male"
102,NA,NA,6,NA,NA,94,"ant",0,70,76,NA,NA,1,2,NA,NA,NA,NA,NA,NA,82,6,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,6,1,NA,NA,NA,0.5,84,2,"male"
102,NA,NA,7,NA,NA,44,"bee",1,35,38,NA,NA,3,3,NA,NA,NA,NA,NA,NA,43,9,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,7,1,NA,NA,NA,0.375,42,1,"male"
102,NA,NA,8,NA,NA,76,"flamingo",1,60,65,NA,NA,2,1,NA,NA,NA,NA,NA,NA,72,3,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,3,NA,NA,NA,0.416666666666667,72,0,"male"
102,NA,NA,9,NA,NA,98,"crane",0,75,83,NA,NA,3,3,NA,NA,NA,NA,NA,NA,91,10,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4,2,NA,NA,NA,0.5,90,1,"male"
102,NA,NA,10,NA,NA,62,"cricket",0,45,49,NA,NA,1,3,NA,NA,NA,NA,NA,NA,54,10,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,6,2,NA,NA,NA,0.444444444444444,54,0,"male"
102,NA,NA,11,NA,NA,93,"ant",1,80,87,NA,NA,2,2,NA,NA,NA,NA,NA,NA,94,6,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,10,1,NA,NA,NA,0.5,96,2,"male"
102,NA,NA,12,NA,NA,84,"bee",0,45,47,NA,NA,1,3,NA,NA,NA,NA,NA,NA,50,10,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,10,1,NA,NA,NA,0.4,54,4,"male"
102,NA,NA,13,NA,NA,58,"flamingo",1,48,52,NA,NA,2,1,NA,NA,NA,NA,NA,NA,55,4,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,9,1,NA,NA,NA,0.571428571428571,57.6,2.59999999999999,"male"
102,NA,NA,14,NA,NA,79,"crane",0,61,67,NA,NA,1,1,NA,NA,NA,NA,NA,NA,73,4,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,2,NA,NA,NA,0.5,73.2,0.200000000000003,"male"
102,NA,NA,15,NA,NA,57,"cricket",0,37,40,NA,NA,1,1,NA,NA,NA,NA,NA,NA,44,1,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4,2,NA,NA,NA,0.428571428571429,44.4,0.399999999999999,"male"
102,NA,NA,16,NA,NA,94,"ant",1,90,96,NA,NA,2,3,NA,NA,NA,NA,NA,NA,103,7,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,6,2,NA,NA,NA,0.461538461538462,108,5,"male"
102,NA,NA,17,NA,NA,44,"bee",1,48,44,NA,NA,3,3,NA,NA,NA,NA,NA,NA,40,10,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,10,1,NA,NA,NA,0.5,38.4,1.59999999999999,"male"
102,NA,NA,18,NA,NA,76,"flamingo",1,60,66,NA,NA,1,1,NA,NA,NA,NA,NA,NA,72,3,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,NA,NA,NA,0.5,72,0,"male"
102,NA,NA,19,NA,NA,98,"crane",0,90,100,NA,NA,1,3,NA,NA,NA,NA,NA,NA,110,7,NA,NA,NA,NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,5,1,NA,NA,NA,0.5,108,2,"male"
102,NA,NA,20,NA,NA,62,"cricket",0,40,43,NA,NA,3,3,NA,NA,NA,NA,NA,NA,46,7,"Whether the participants are confident in their own perceptions or if they will modify their judgments based on new information","I generally tried to split the difference between my own estimate and the estimates of the other person","Slightly confusing. The opening question was more confusing than it needed to be",NA,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,278,27,NA,0.5,48,2,"male"
103,0,0,1,NA,8,93,"ant",1,88,96,"1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1","3,3,2,1,3,3,2,1,3,3,1,1,2,1,1,3,2,3,1,1,3,3,2,1,3,3,2,1,3,3,1,1,2,1,1,3,2,3,1,1",7,3,1,1,1,1,1,1,101,9,NA,NA,NA,NA,NA,41,2,347,17,3,4,10,8,12,4,3,4,4,11,3,39,4,NA,5,4,9,3,NA,NA,NA,0.615384615384615,105.6,4.59999999999999,"male"
103,NA,NA,2,NA,NA,84,"bee",0,56,59,NA,NA,7,3,NA,NA,NA,NA,NA,NA,68,7,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,18,3,NA,NA,NA,0.25,67.2,0.799999999999997,"male"
103,NA,NA,3,NA,NA,58,"flamingo",0,23,24,NA,NA,6,2,NA,NA,NA,NA,NA,NA,40,6,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,8,3,NA,NA,NA,0.0588235294117647,27.6,12.4,"male"
103,NA,NA,4,NA,NA,79,"crane",0,39,43,NA,NA,8,1,NA,NA,NA,NA,NA,NA,54,1,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,3,NA,NA,NA,0.266666666666667,46.8,7.2,"male"
103,NA,NA,5,NA,NA,57,"cricket",1,34,37,NA,NA,6,3,NA,NA,NA,NA,NA,NA,42,7,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,13,3,NA,NA,NA,0.375,40.8,1.2,"male"
103,NA,NA,6,NA,NA,94,"ant",1,40,43,NA,NA,7,3,NA,NA,NA,NA,NA,NA,48,7,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,10,3,NA,NA,NA,0.375,48,0,"male"
103,NA,NA,7,NA,NA,44,"bee",0,17,18,NA,NA,9,2,NA,NA,NA,NA,NA,NA,32,6,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,13,7,NA,NA,NA,0.0666666666666667,20.4,11.6,"male"
103,NA,NA,8,NA,NA,76,"flamingo",0,30,31,NA,NA,7,1,NA,NA,NA,NA,NA,NA,38,4,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,10,6,NA,NA,NA,0.125,36,2,"male"
103,NA,NA,9,NA,NA,98,"crane",0,35,36,NA,NA,8,3,NA,NA,NA,NA,NA,NA,44,9,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,8,3,NA,NA,NA,0.111111111111111,42,2,"male"
103,NA,NA,10,NA,NA,62,"cricket",0,15,17,NA,NA,6,3,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,8,3,NA,NA,NA,0.4,18,2,"male"
103,NA,NA,11,NA,NA,93,"ant",1,34,35,NA,NA,7,1,NA,NA,NA,NA,NA,NA,42,3,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,3,NA,NA,NA,0.125,40.8,1.2,"male"
103,NA,NA,12,NA,NA,84,"bee",0,32,36,NA,NA,7,1,NA,NA,NA,NA,NA,NA,46,2,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,8,3,NA,NA,NA,0.285714285714286,38.4,7.6,"male"
103,NA,NA,13,NA,NA,58,"flamingo",0,21,31,NA,NA,5,2,NA,NA,NA,NA,NA,NA,40,6,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,9,3,NA,NA,NA,0.526315789473684,25.2,14.8,"male"
103,NA,NA,14,NA,NA,79,"crane",1,57,60,NA,NA,8,1,NA,NA,NA,NA,NA,NA,68,1,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,8,5,NA,NA,NA,0.272727272727273,68.4,0.399999999999991,"male"
103,NA,NA,15,NA,NA,57,"cricket",0,26,28,NA,NA,6,1,NA,NA,NA,NA,NA,NA,38,3,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,2,NA,NA,NA,0.166666666666667,31.2,6.8,"male"
103,NA,NA,16,NA,NA,94,"ant",1,43,45,NA,NA,6,3,NA,NA,NA,NA,NA,NA,49,7,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,8,2,NA,NA,NA,0.333333333333333,51.6,2.6,"male"
