"ID","e1","e2","treatment","nAnimals","social_info","s","period","confidence","social_confidence","confidenceTreatment","uncertainty","confidence_treatments","confidence_self_category","confidence_self_factor","social_confidence_factor","norm1","under","under_factor","copy","stay"
25,118,114,1,98,97,0.19047619047619,9,8,2,1,"100%","Low",3,"High","2",1.20408163265306,1,"overestimate",0,0
25,79,77,1,62,63,0.125,10,7,10,3,"100%","High",3,"High","10",1.2741935483871,1,"overestimate",0,0
25,118,112,0,93,94,0.25,11,5,6,2,"30%","Medium",2,"Medium","6",1.26881720430108,1,"overestimate",0,0
25,94,86,1,84,75,0.421052631578947,12,6,2,1,"100%","Low",2,"Medium","2",1.11904761904762,1,"overestimate",0,0
25,73,69,1,58,56,0.235294117647059,13,6,6,2,"100%","Medium",2,"Medium","6",1.25862068965517,1,"overestimate",0,0
25,74,81,0,79,90,0.4375,14,5,9,3,"30%","High",2,"Medium","9",0.936708860759494,-1,"underestimate",0,0
25,107,101,0,57,87,0.3,15,6,10,3,"30%","High",2,"Medium","10",1.87719298245614,1,"overestimate",0,0
25,103,94,0,94,85,0.5,16,5,2,1,"30%","Low",2,"Medium","2",1.09574468085106,1,"overestimate",0,0
25,57,54,1,44,46,0.272727272727273,17,8,3,1,"100%","Low",3,"High","3",1.29545454545455,1,"overestimate",0,0
25,97,92,1,76,78,0.263157894736842,18,7,7,3,"100%","High",3,"High","7",1.27631578947368,1,"overestimate",0,0
25,109,101,1,98,85,0.333333333333333,19,6,7,3,"100%","High",2,"Medium","7",1.11224489795918,1,"overestimate",0,0
25,73,71,0,62,58,0.133333333333333,20,7,3,1,"30%","Low",3,"High","3",1.17741935483871,1,"overestimate",0,0
26,101,90,1,93,78,0.478260869565217,1,6,6,2,"100%","Medium",2,"Medium","6",1.08602150537634,1,"overestimate",0,0
26,98,96,0,84,78,0.1,2,7,7,3,"30%","High",3,"High","7",1.16666666666667,1,"overestimate",0,0
26,82,74,0,58,66,0.5,3,6,8,3,"30%","High",2,"Medium","8",1.41379310344828,1,"overestimate",0,0
26,89,86,0,79,71,0.166666666666667,4,7,3,1,"30%","Low",3,"High","3",1.12658227848101,1,"overestimate",0,0
26,73,71,1,57,59,0.142857142857143,5,5,6,2,"100%","Medium",2,"Medium","6",1.28070175438596,1,"overestimate",0,0
26,82,84,0,94,103,0.0952380952380952,6,6,1,1,"30%","Low",2,"Medium","1",0.872340425531915,-1,"underestimate",0,0
26,59,57,1,44,48,0.181818181818182,7,6,9,3,"100%","High",2,"Medium","9",1.34090909090909,1,"overestimate",0,0
26,66,69,0,76,79,0.230769230769231,8,6,7,3,"30%","High",2,"Medium","7",0.868421052631579,-1,"underestimate",0,0
26,102,104,1,98,80,-0.0909090909090909,9,6,3,1,"100%","Low",2,"Medium","3",1.04081632653061,1,"overestimate",0,0
26,60,61,0,62,73,0.0769230769230769,10,5,8,3,"30%","High",2,"Medium","8",0.967741935483871,-1,"underestimate",0,0
26,84,89,1,93,110,0.192307692307692,11,4,4,1,"100%","Low",1,"Low","4",0.903225806451613,-1,"underestimate",0,0
26,73,78,1,84,89,0.3125,12,5,1,1,"100%","Low",2,"Medium","1",0.869047619047619,-1,"underestimate",0,0
26,57,61,0,58,66,0.444444444444444,13,5,3,1,"30%","Low",2,"Medium","3",0.982758620689655,-1,"underestimate",0,0
26,68,71,1,79,80,0.25,14,5,5,2,"100%","Medium",2,"Medium","5",0.860759493670886,-1,"underestimate",0,0
26,73,64,1,57,58,0.6,15,6,7,3,"100%","High",2,"Medium","7",1.28070175438596,1,"overestimate",0,0
26,77,75,0,94,90,-0.153846153846154,16,4,3,1,"30%","Low",1,"Low","3",0.819148936170213,-1,"underestimate",0,0
26,55,51,0,44,45,0.4,17,4,6,2,"30%","Medium",1,"Low","6",1.25,1,"overestimate",0,0
26,71,73,1,76,85,0.142857142857143,18,5,2,1,"100%","Low",2,"Medium","2",0.934210526315789,-1,"underestimate",0,0
26,85,90,1,98,104,0.263157894736842,19,5,7,3,"100%","High",2,"Medium","7",0.86734693877551,-1,"underestimate",0,0
26,48,51,0,62,57,0.333333333333333,20,3,7,3,"30%","High",1,"Low","7",0.774193548387097,-1,"underestimate",0,0
27,96,89,1,93,78,0.388888888888889,1,6,6,2,"100%","Medium",2,"Medium","6",1.03225806451613,1,"overestimate",0,0
27,117,109,0,84,94,0.347826086956522,2,9,5,2,"30%","Medium",3,"High","5",1.39285714285714,1,"overestimate",0,0
27,100,90,0,58,74,0.384615384615385,3,8,1,1,"30%","Low",3,"High","1",1.72413793103448,1,"overestimate",0,0
27,94,89,1,79,77,0.294117647058824,4,9,5,2,"100%","Medium",3,"High","5",1.18987341772152,1,"overestimate",0,0
27,105,98,0,57,81,0.291666666666667,5,8,9,3,"30%","High",3,"High","9",1.84210526315789,1,"overestimate",0,0
27,86,96,1,94,107,0.476190476190476,6,8,6,2,"100%","Medium",3,"High","6",0.914893617021277,-1,"underestimate",0,0
27,27,32,1,44,32,1,7,7,7,3,"100%","High",3,"High","7",0.613636363636364,-1,"underestimate",1,0
27,38,47,0,76,47,1,8,7,8,3,"30%","High",3,"High","8",0.5,-1,"underestimate",1,0
27,89,104,0,98,104,1,9,6,7,3,"30%","High",2,"Medium","7",0.908163265306122,-1,"underestimate",1,0
27,22,34,0,62,34,1,10,7,4,1,"30%","Low",3,"High","4",0.354838709677419,-1,"underestimate",1,0
27,34,42,0,93,42,1,11,7,3,1,"30%","Low",3,"High","3",0.365591397849462,-1,"underestimate",1,0
27,82,90,1,84,90,1,12,7,3,1,"100%","Low",3,"High","3",0.976190476190476,-1,"underestimate",1,0
27,93,73,1,58,73,1,13,7,7,3,"100%","High",3,"High","7",1.60344827586207,1,"overestimate",1,0
27,105,86,0,79,86,1,14,7,2,1,"30%","Low",3,"High","2",1.32911392405063,1,"overestimate",1,0
27,93,72,1,57,72,1,15,7,7,3,"100%","High",3,"High","7",1.63157894736842,1,"overestimate",1,0
27,93,103,0,94,103,1,16,6,1,1,"30%","Low",2,"Medium","1",0.98936170212766,-1,"underestimate",1,0
27,101,75,0,44,75,1,17,8,9,3,"30%","High",3,"High","9",2.29545454545455,1,"overestimate",1,0
27,86,86,1,76,70,0,18,7,10,3,"100%","High",3,"High","10",1.13157894736842,1,"overestimate",0,1
27,82,99,1,98,99,1,19,8,2,1,"100%","Low",3,"High","2",0.836734693877551,-1,"underestimate",1,0
27,81,64,1,62,64,1,20,6,3,1,"100%","Low",2,"Medium","3",1.30645161290323,1,"overestimate",1,0
28,76,80,1,93,91,0.266666666666667,1,8,8,3,"100%","High",3,"High","8",0.817204301075269,-1,"underestimate",0,0
28,92,90,0,84,75,0.117647058823529,2,8,2,1,"30%","Low",3,"High","2",1.0952380952381,1,"overestimate",0,0
28,66,63,1,58,52,0.214285714285714,3,8,4,1,"100%","Low",3,"High","4",1.13793103448276,1,"overestimate",0,0
28,90,87,0,79,72,0.166666666666667,4,7,1,1,"30%","Low",3,"High","1",1.13924050632911,1,"overestimate",0,0
28,53,58,0,57,63,0.5,5,7,7,3,"30%","High",3,"High","7",0.929824561403509,-1,"underestimate",0,0
28,76,81,1,94,90,0.357142857142857,6,8,9,3,"100%","High",3,"High","9",0.808510638297872,-1,"underestimate",0,0
28,57,51,1,44,46,0.545454545454545,7,8,3,1,"100%","Low",3,"High","3",1.29545454545455,1,"overestimate",0,0
28,78,72,1,76,64,0.428571428571429,8,8,1,1,"100%","Low",3,"High","1",1.02631578947368,1,"overestimate",0,0
28,97,108,1,98,119,0.5,9,8,9,3,"100%","High",3,"High","9",0.989795918367347,-1,"underestimate",0,0
28,67,63,0,62,54,0.307692307692308,10,8,10,3,"30%","High",3,"High","10",1.08064516129032,1,"overestimate",0,0
28,89,100,0,93,110,0.523809523809524,11,7,4,1,"30%","Low",3,"High","4",0.956989247311828,-1,"underestimate",0,0
28,81,85,1,84,90,0.444444444444444,12,7,3,1,"100%","Low",3,"High","3",0.964285714285714,-1,"underestimate",0,0
28,58,53,0,58,47,0.454545454545455,13,7,5,2,"30%","Medium",3,"High","5",1,0,"correct",0,0
28,90,82,0,79,74,0.5,14,7,7,3,"30%","High",3,"High","7",1.13924050632911,1,"overestimate",0,0
28,55,60,1,57,65,0.5,15,7,7,3,"100%","High",3,"High","7",0.964912280701754,-1,"underestimate",0,0
28,91,96,0,94,103,0.416666666666667,16,9,1,1,"30%","Low",3,"High","1",0.968085106382979,-1,"underestimate",0,0
28,43,45,0,44,53,0.2,17,8,6,2,"30%","Medium",3,"High","6",0.977272727272727,-1,"underestimate",0,0
28,83,74,0,76,61,0.409090909090909,18,8,6,2,"30%","Medium",3,"High","6",1.09210526315789,1,"overestimate",0,0
28,101,96,1,98,78,0.217391304347826,19,8,5,2,"100%","Medium",3,"High","5",1.03061224489796,1,"overestimate",0,0
28,63,58,1,62,53,0.5,20,7,7,3,"100%","High",3,"High","7",1.01612903225806,1,"overestimate",0,0
29,75,89,1,93,110,0.4,1,7,4,1,"100%","Low",3,"High","4",0.806451612903226,-1,"underestimate",0,0
29,50,55,0,84,60,0.5,2,6,8,3,"30%","High",2,"Medium","8",0.595238095238095,-1,"underestimate",0,0
29,23,24,0,58,24,1,3,5,9,3,"30%","High",2,"Medium","9",0.396551724137931,-1,"underestimate",1,0
29,78,85,1,79,93,0.466666666666667,4,6,4,1,"100%","Low",2,"Medium","4",0.987341772151899,-1,"underestimate",0,0
29,58,51,1,57,47,0.636363636363636,5,5,1,1,"100%","Low",2,"Medium","1",1.01754385964912,1,"overestimate",0,0
29,21,22,0,94,36,0.0666666666666667,6,5,2,1,"30%","Low",2,"Medium","2",0.223404255319149,-1,"underestimate",0,0
29,15,16,0,44,19,0.25,7,6,10,3,"30%","High",2,"Medium","10",0.340909090909091,-1,"underestimate",0,0
29,77,73,1,76,61,0.25,8,6,6,2,"100%","Medium",2,"Medium","6",1.01315789473684,1,"overestimate",0,0
29,98,95,1,98,72,0.115384615384615,9,6,8,3,"100%","High",2,"Medium","8",1,0,"correct",0,0
29,48,51,1,62,58,0.3,10,6,3,1,"100%","Low",2,"Medium","3",0.774193548387097,-1,"underestimate",0,0
29,17,24,0,93,39,0.318181818181818,11,6,5,2,"30%","Medium",2,"Medium","5",0.182795698924731,-1,"underestimate",0,0
29,27,29,0,84,33,0.333333333333333,12,7,9,3,"30%","High",3,"High","9",0.321428571428571,-1,"underestimate",0,0
29,54,56,1,58,65,0.181818181818182,13,5,9,3,"100%","High",2,"Medium","9",0.931034482758621,-1,"underestimate",0,0
29,48,49,0,79,58,0.1,14,6,7,3,"30%","High",2,"Medium","7",0.607594936708861,-1,"underestimate",0,0
29,63,60,1,57,49,0.214285714285714,15,5,6,2,"100%","Medium",2,"Medium","6",1.10526315789474,1,"overestimate",0,0
29,42,44,0,94,50,0.25,16,5,4,1,"30%","Low",2,"Medium","4",0.446808510638298,-1,"underestimate",0,0
29,63,58,1,44,51,0.416666666666667,17,6,2,1,"100%","Low",2,"Medium","2",1.43181818181818,1,"overestimate",0,0
29,30,32,0,76,38,0.25,18,6,4,1,"30%","Low",2,"Medium","4",0.394736842105263,-1,"underestimate",0,0
29,48,51,0,98,60,0.25,19,6,10,3,"30%","High",2,"Medium","10",0.489795918367347,-1,"underestimate",0,0
29,60,65,1,62,78,0.277777777777778,20,6,6,2,"100%","Medium",2,"Medium","6",0.967741935483871,-1,"underestimate",0,0
30,81,81,1,93,110,0,1,1,4,1,"100%","Low",1,"Low","4",0.870967741935484,-1,"underestimate",0,1
30,68,68,0,84,81,0,2,1,1,1,"30%","Low",1,"Low","1",0.80952380952381,-1,"underestimate",0,1
30,67,67,0,58,53,0,3,1,6,2,"30%","Medium",1,"Low","6",1.1551724137931,1,"overestimate",0,1
30,108,108,1,79,86,0,4,1,2,1,"100%","Low",1,"Low","2",1.36708860759494,1,"overestimate",0,1
30,62,62,0,57,50,0,5,1,9,3,"30%","High",1,"Low","9",1.08771929824561,1,"overestimate",0,1
30,85,85,1,94,107,0,6,1,6,2,"100%","Medium",1,"Low","6",0.904255319148936,-1,"underestimate",0,1
30,48,48,1,44,40,0,7,1,1,1,"100%","Low",1,"Low","1",1.09090909090909,1,"overestimate",0,1
30,81,81,1,76,65,0,8,1,7,3,"100%","High",1,"Low","7",1.06578947368421,1,"overestimate",0,1
30,72,72,0,98,87,0,9,1,4,1,"30%","Low",1,"Low","4",0.73469387755102,-1,"underestimate",0,1
30,47,47,0,62,56,0,10,1,7,3,"30%","High",1,"Low","7",0.758064516129032,-1,"underestimate",0,1
30,63,63,0,93,75,0,11,1,8,3,"30%","High",1,"Low","8",0.67741935483871,-1,"underestimate",0,1
30,53,53,0,84,63,0,12,1,1,1,"30%","Low",1,"Low","1",0.630952380952381,-1,"underestimate",0,1
30,54,54,1,58,66,0,13,1,3,1,"100%","Low",1,"Low","3",0.931034482758621,-1,"underestimate",0,1
30,85,85,1,79,67,0,14,1,9,3,"100%","High",1,"Low","9",1.07594936708861,1,"overestimate",0,1
30,49,49,1,57,59,0,15,1,6,2,"100%","Medium",1,"Low","6",0.859649122807018,-1,"underestimate",0,1
30,65,65,0,94,78,0,16,1,1,1,"30%","Low",1,"Low","1",0.691489361702128,-1,"underestimate",0,1
30,51,51,1,44,41,0,17,1,6,2,"100%","Medium",1,"Low","6",1.15909090909091,1,"overestimate",0,1
30,56,57,0,76,65,0.111111111111111,18,1,7,3,"30%","High",1,"Low","7",0.736842105263158,-1,"underestimate",0,0
30,91,92,1,98,110,0.0526315789473684,19,1,7,3,"100%","High",1,"Low","7",0.928571428571429,-1,"underestimate",0,0
30,47,48,0,62,56,0.111111111111111,20,1,7,3,"30%","High",1,"Low","7",0.758064516129032,-1,"underestimate",0,0
31,53,58,1,93,67,0.357142857142857,1,9,3,1,"100%","Low",3,"High","3",0.56989247311828,-1,"underestimate",0,0
31,72,77,0,84,86,0.357142857142857,2,5,1,1,"30%","Low",2,"Medium","1",0.857142857142857,-1,"underestimate",0,0
31,67,67,1,58,55,0,3,6,4,1,"100%","Low",2,"Medium","4",1.1551724137931,1,"overestimate",0,1
31,73,81,1,79,90,0.470588235294118,4,6,9,3,"100%","High",2,"Medium","9",0.924050632911392,-1,"underestimate",0,0
31,75,78,0,57,60,-0.2,5,2,1,1,"30%","Low",1,"Low","1",1.31578947368421,1,"overestimate",0,0
31,82,90,0,94,100,0.444444444444444,6,2,9,3,"30%","High",1,"Low","9",0.872340425531915,-1,"underestimate",0,0
31,50,46,0,44,40,0.4,7,5,10,3,"30%","High",2,"Medium","10",1.13636363636364,1,"overestimate",0,0
31,68,75,0,76,82,0.5,8,2,8,3,"30%","High",1,"Low","8",0.894736842105263,-1,"underestimate",0,0
31,93,102,1,98,111,0.5,9,7,8,3,"100%","High",3,"High","8",0.948979591836735,-1,"underestimate",0,0
31,48,54,0,62,61,0.461538461538462,10,2,6,2,"30%","Medium",1,"Low","6",0.774193548387097,-1,"underestimate",0,0
31,42,42,1,93,49,0,11,5,7,3,"100%","High",2,"Medium","7",0.451612903225806,-1,"underestimate",0,1
31,35,39,0,84,47,0.333333333333333,12,5,9,3,"30%","High",2,"Medium","9",0.416666666666667,-1,"underestimate",0,0
31,48,52,1,58,58,0.4,13,4,7,3,"100%","High",1,"Low","7",0.827586206896552,-1,"underestimate",0,0
31,48,52,1,79,56,0.5,14,4,6,2,"100%","Medium",1,"Low","6",0.607594936708861,-1,"underestimate",0,0
31,48,50,1,57,58,0.2,15,8,1,1,"100%","Low",3,"High","1",0.842105263157895,-1,"underestimate",0,0
31,46,47,1,94,55,0.111111111111111,16,5,2,1,"100%","Low",2,"Medium","2",0.48936170212766,-1,"underestimate",0,0
31,32,33,0,44,40,0.125,17,1,1,1,"30%","Low",1,"Low","1",0.727272727272727,-1,"underestimate",0,0
31,45,47,0,76,55,0.2,18,2,5,2,"30%","Medium",1,"Low","5",0.592105263157895,-1,"underestimate",0,0
31,41,43,0,98,53,0.166666666666667,19,4,4,1,"30%","Low",1,"Low","4",0.418367346938776,-1,"underestimate",0,0
31,50,54,1,62,61,0.363636363636364,20,7,6,2,"100%","Medium",3,"High","6",0.806451612903226,-1,"underestimate",0,0
32,61,80,1,93,67,3.16666666666667,1,6,3,1,"100%","Low",2,"Medium","3",0.655913978494624,-1,"underestimate",0,0
32,21,32,0,84,46,0.44,2,5,2,1,"30%","Low",2,"Medium","2",0.25,-1,"underestimate",0,0
32,57,75,0,58,69,1.5,3,4,5,2,"30%","Medium",1,"Low","5",0.982758620689655,-1,"underestimate",0,0
32,64,75,0,79,75,1,4,5,7,3,"30%","High",2,"Medium","7",0.810126582278481,-1,"underestimate",1,0
32,79,88,1,57,63,-0.5625,5,5,3,1,"100%","Low",2,"Medium","3",1.3859649122807,1,"overestimate",0,0
32,70,76,0,94,84,0.428571428571429,6,6,8,3,"30%","High",2,"Medium","8",0.74468085106383,-1,"underestimate",0,0
32,63,62,0,44,49,0.0714285714285714,7,6,5,2,"30%","Medium",2,"Medium","5",1.43181818181818,1,"overestimate",0,0
32,80,80,1,76,64,0,8,8,1,1,"100%","Low",3,"High","1",1.05263157894737,1,"overestimate",0,1
32,63,71,1,98,72,0.888888888888889,9,7,8,3,"100%","High",3,"High","8",0.642857142857143,-1,"underestimate",0,0
32,76,89,1,62,61,-0.866666666666667,10,7,7,3,"100%","High",3,"High","7",1.2258064516129,1,"overestimate",0,0
32,74,88,1,93,89,0.933333333333333,11,6,6,2,"100%","Medium",2,"Medium","6",0.795698924731183,-1,"underestimate",0,0
32,73,90,1,84,87,1.21428571428571,12,7,7,3,"100%","High",3,"High","7",0.869047619047619,-1,"underestimate",0,0
32,83,82,0,58,66,0.0588235294117647,13,7,8,3,"30%","High",3,"High","8",1.43103448275862,1,"overestimate",0,0
32,75,90,0,79,90,1,14,9,9,3,"30%","High",3,"High","9",0.949367088607595,-1,"underestimate",1,0
32,73,73,1,57,58,0,15,6,1,1,"100%","Low",2,"Medium","1",1.28070175438596,1,"overestimate",0,1
32,78,94,1,94,95,0.941176470588235,16,6,7,3,"100%","High",2,"Medium","7",0.829787234042553,-1,"underestimate",0,0
32,80,94,0,44,58,-0.636363636363636,17,8,4,1,"30%","Low",3,"High","4",1.81818181818182,1,"overestimate",0,0
32,84,80,1,76,67,0.235294117647059,18,6,3,1,"100%","Low",2,"Medium","3",1.10526315789474,1,"overestimate",0,0
32,79,96,0,98,97,0.944444444444444,19,8,2,1,"30%","Low",3,"High","2",0.806122448979592,-1,"underestimate",0,0
32,81,81,0,62,61,0,20,8,6,2,"30%","Medium",3,"High","6",1.30645161290323,1,"overestimate",0,1
33,80,85,1,93,110,0.166666666666667,1,8,4,1,"100%","Low",3,"High","4",0.860215053763441,-1,"underestimate",0,0
33,100,85,0,84,80,0.75,2,7,8,3,"30%","High",3,"High","8",1.19047619047619,1,"overestimate",0,0
33,70,70,1,58,58,0,3,8,7,3,"100%","High",3,"High","7",1.20689655172414,1,"overestimate",0,1
33,86,89,0,79,67,-0.157894736842105,4,7,9,3,"30%","High",3,"High","9",1.08860759493671,1,"overestimate",0,0
33,50,55,0,57,60,0.5,5,8,8,3,"30%","High",3,"High","8",0.87719298245614,-1,"underestimate",0,0
33,80,80,1,94,90,0,6,7,3,1,"100%","Low",3,"High","3",0.851063829787234,-1,"underestimate",0,1
33,37,40,1,44,44,0.428571428571429,7,9,7,3,"100%","High",3,"High","7",0.840909090909091,-1,"underestimate",0,0
33,75,78,0,76,88,0.230769230769231,8,7,6,2,"30%","Medium",3,"High","6",0.986842105263158,-1,"underestimate",0,0
33,57,60,0,98,68,0.272727272727273,9,7,8,3,"30%","High",3,"High","8",0.581632653061224,-1,"underestimate",0,0
33,78,75,1,62,61,0.176470588235294,10,8,4,1,"100%","Low",3,"High","4",1.25806451612903,1,"overestimate",0,0
33,78,85,0,93,110,0.21875,11,6,4,1,"30%","Low",2,"Medium","4",0.838709677419355,-1,"underestimate",0,0
33,59,65,0,84,70,0.545454545454545,12,7,9,3,"30%","High",3,"High","9",0.702380952380952,-1,"underestimate",0,0
33,30,31,0,58,39,0.111111111111111,13,8,1,1,"30%","Low",3,"High","1",0.517241379310345,-1,"underestimate",0,0
33,79,85,1,79,95,0.375,14,7,8,3,"100%","High",3,"High","8",1,0,"correct",0,0
33,82,80,1,57,66,0.125,15,7,1,1,"100%","Low",3,"High","1",1.43859649122807,1,"overestimate",0,0
33,100,90,0,94,82,0.555555555555556,16,8,6,2,"30%","Medium",3,"High","6",1.06382978723404,1,"overestimate",0,0
33,52,50,1,44,42,0.2,17,9,4,1,"100%","Low",3,"High","4",1.18181818181818,1,"overestimate",0,0
33,60,63,1,76,75,0.2,18,7,6,2,"100%","Medium",3,"High","6",0.789473684210526,-1,"underestimate",0,0
33,87,90,1,98,100,0.230769230769231,19,8,6,2,"100%","Medium",3,"High","6",0.887755102040816,-1,"underestimate",0,0
33,60,62,0,62,73,0.153846153846154,20,8,1,1,"30%","Low",3,"High","1",0.967741935483871,-1,"underestimate",0,0
34,74,81,1,93,88,0.5,1,6,8,3,"100%","High",2,"Medium","8",0.795698924731183,-1,"underestimate",0,0
34,57,62,0,84,68,0.454545454545455,2,7,6,2,"30%","Medium",3,"High","6",0.678571428571429,-1,"underestimate",0,0
34,63,59,1,58,51,0.333333333333333,3,6,3,1,"100%","Low",2,"Medium","3",1.08620689655172,1,"overestimate",0,0
34,56,62,0,79,68,0.5,4,7,1,1,"30%","Low",3,"High","1",0.708860759493671,-1,"underestimate",0,0
34,45,48,0,57,54,0.333333333333333,5,8,3,1,"30%","Low",3,"High","3",0.789473684210526,-1,"underestimate",0,0
34,73,79,1,94,89,0.375,6,8,8,3,"100%","High",3,"High","8",0.776595744680851,-1,"underestimate",0,0
34,47,43,1,44,40,0.571428571428571,7,7,1,1,"100%","Low",3,"High","1",1.06818181818182,1,"overestimate",0,0
34,56,59,1,76,67,0.272727272727273,8,8,3,1,"100%","Low",3,"High","3",0.736842105263158,-1,"underestimate",0,0
34,73,77,1,98,85,0.333333333333333,9,8,7,3,"100%","High",3,"High","7",0.744897959183674,-1,"underestimate",0,0
34,32,37,0,62,46,0.357142857142857,10,6,7,3,"30%","High",2,"Medium","7",0.516129032258065,-1,"underestimate",0,0
34,56,63,0,93,67,0.636363636363636,11,7,3,1,"30%","Low",3,"High","3",0.602150537634409,-1,"underestimate",0,0
34,57,63,0,84,69,0.5,12,8,3,1,"30%","Low",3,"High","3",0.678571428571429,-1,"underestimate",0,0
34,61,55,1,58,47,0.428571428571429,13,7,8,3,"100%","High",3,"High","8",1.05172413793103,1,"overestimate",0,0
34,71,76,1,79,85,0.357142857142857,14,8,9,3,"100%","High",3,"High","9",0.89873417721519,-1,"underestimate",0,0
34,43,39,0,57,53,-0.4,15,7,6,2,"30%","Medium",3,"High","6",0.754385964912281,-1,"underestimate",0,0
34,68,76,1,94,85,0.470588235294118,16,8,2,1,"100%","Low",3,"High","2",0.723404255319149,-1,"underestimate",0,0
34,40,34,1,44,48,-0.75,17,9,9,3,"100%","High",3,"High","9",0.909090909090909,-1,"underestimate",0,0
34,64,68,0,76,75,0.363636363636364,18,7,6,2,"30%","Medium",3,"High","6",0.842105263157895,-1,"underestimate",0,0
34,71,77,0,98,85,0.428571428571429,19,8,7,3,"30%","High",3,"High","7",0.724489795918367,-1,"underestimate",0,0
34,50,47,0,62,61,-0.272727272727273,20,7,6,2,"30%","Medium",3,"High","6",0.806451612903226,-1,"underestimate",0,0
35,51,51,1,93,60,0,1,7,4,1,"100%","Low",3,"High","4",0.548387096774194,-1,"underestimate",0,1
35,45,46,0,84,50,0.2,2,6,10,3,"30%","High",2,"Medium","10",0.535714285714286,-1,"underestimate",0,0
35,62,60,1,58,49,0.153846153846154,3,6,3,1,"100%","Low",2,"Medium","3",1.06896551724138,1,"overestimate",0,0
35,53,56,0,79,63,0.3,4,7,7,3,"30%","High",3,"High","7",0.670886075949367,-1,"underestimate",0,0
35,64,56,1,57,50,0.571428571428571,5,5,9,3,"100%","High",2,"Medium","9",1.12280701754386,1,"overestimate",0,0
35,38,37,0,94,48,-0.1,6,6,7,3,"30%","High",2,"Medium","7",0.404255319148936,-1,"underestimate",0,0
35,12,12,0,44,32,0,7,9,6,2,"30%","Medium",3,"High","6",0.272727272727273,-1,"underestimate",0,1
35,30,31,0,76,37,0.142857142857143,8,7,10,3,"30%","High",3,"High","10",0.394736842105263,-1,"underestimate",0,0
35,49,59,0,98,60,0.909090909090909,9,7,10,3,"30%","High",3,"High","10",0.5,-1,"underestimate",0,0
35,18,18,0,62,18,NA,10,6,2,1,"30%","Low",2,"Medium","2",0.290322580645161,-1,"underestimate",1,1
35,25,25,0,93,39,0,11,6,5,2,"30%","Medium",2,"Medium","5",0.268817204301075,-1,"underestimate",0,1
35,33,34,0,84,34,1,12,7,10,3,"30%","High",3,"High","10",0.392857142857143,-1,"underestimate",1,0
35,42,41,1,58,51,-0.111111111111111,13,6,3,1,"100%","Low",2,"Medium","3",0.724137931034483,-1,"underestimate",0,0
35,58,65,1,79,73,0.466666666666667,14,7,5,2,"100%","Medium",3,"High","5",0.734177215189873,-1,"underestimate",0,0
35,58,49,1,57,47,0.818181818181818,15,5,1,1,"100%","Low",2,"Medium","1",1.01754385964912,1,"overestimate",0,0
35,53,59,1,94,64,0.545454545454545,16,6,1,1,"100%","Low",2,"Medium","1",0.563829787234043,-1,"underestimate",0,0
35,29,30,1,44,34,0.2,17,5,6,2,"100%","Medium",2,"Medium","6",0.659090909090909,-1,"underestimate",0,0
35,52,58,1,76,62,0.6,18,6,7,3,"100%","High",2,"Medium","7",0.684210526315789,-1,"underestimate",0,0
35,84,84,1,98,102,0,19,7,1,1,"100%","Low",3,"High","1",0.857142857142857,-1,"underestimate",0,1
35,15,16,0,62,18,0.333333333333333,20,9,2,1,"30%","Low",3,"High","2",0.241935483870968,-1,"underestimate",0,0
36,56,62,1,93,67,0.545454545454545,1,5,3,1,"100%","Low",2,"Medium","3",0.602150537634409,-1,"underestimate",0,0
36,112,96,0,84,89,0.695652173913043,2,3,10,3,"30%","High",1,"Low","10",1.33333333333333,1,"overestimate",0,0
36,38,42,1,58,45,0.571428571428571,3,5,4,1,"100%","Low",2,"Medium","4",0.655172413793103,-1,"underestimate",0,0
36,89,81,1,79,73,0.5,4,4,5,2,"100%","Medium",1,"Low","5",1.12658227848101,1,"overestimate",0,0
36,48,48,1,57,58,0,5,6,1,1,"100%","Low",2,"Medium","1",0.842105263157895,-1,"underestimate",0,1
36,69,77,0,94,82,0.615384615384615,6,4,7,3,"30%","High",1,"Low","7",0.734042553191489,-1,"underestimate",0,0
36,44,37,0,44,34,0.7,7,3,6,2,"30%","Medium",1,"Low","6",1,0,"correct",0,0
36,79,72,1,76,64,0.466666666666667,8,4,1,1,"100%","Low",1,"Low","1",1.03947368421053,1,"overestimate",0,0
36,70,71,1,98,78,0.125,9,4,5,2,"100%","Medium",1,"Low","5",0.714285714285714,-1,"underestimate",0,0
36,44,44,1,62,50,0,10,5,6,2,"100%","Medium",2,"Medium","6",0.709677419354839,-1,"underestimate",0,1
36,49,53,1,93,60,0.363636363636364,11,4,4,1,"100%","Low",1,"Low","4",0.526881720430108,-1,"underestimate",0,0
36,55,57,0,84,68,0.153846153846154,12,3,7,3,"30%","High",1,"Low","7",0.654761904761905,-1,"underestimate",0,0
36,71,63,0,58,55,0.5,13,5,4,1,"30%","Low",2,"Medium","4",1.22413793103448,1,"overestimate",0,0
36,68,71,0,79,81,0.230769230769231,14,3,7,3,"30%","High",1,"Low","7",0.860759493670886,-1,"underestimate",0,0
36,31,33,1,57,38,0.285714285714286,15,5,3,1,"100%","Low",2,"Medium","3",0.543859649122807,-1,"underestimate",0,0
36,45,49,0,94,57,0.333333333333333,16,4,8,3,"30%","High",1,"Low","8",0.478723404255319,-1,"underestimate",0,0
