"ID","e1","e2","treatment","nAnimals","social_info","s","period","confidence","social_confidence","confidenceTreatment","age","gender","gender_factor","time_estimate 1","time_estimate 2"
1,46,51,1,93,57,0.454545454545455,1,7,2,1,32,1,"female",5,13
1,78,85,0,84,91,0.538461538461538,2,4,9,3,32,1,"female",4,9
1,48,48,0,58,55,0,3,7,4,1,32,1,"female",8,6
1,81,80,1,79,63,0.0555555555555556,4,7,7,3,32,1,"female",3,8
1,41,41,1,57,49,0,5,9,9,3,32,1,"female",7,6
1,65,68,0,94,78,0.230769230769231,6,4,1,1,32,1,"female",3,6
1,47,45,0,44,40,0.285714285714286,7,6,1,1,32,1,"female",4,6
1,56,56,1,76,67,0,8,8,3,1,32,1,"female",4,5
1,64,65,0,98,72,0.125,9,6,8,3,32,1,"female",4,7
1,52,53,1,62,61,0.111111111111111,10,6,6,2,32,1,"female",3,6
1,50,52,0,93,61,0.181818181818182,11,4,6,2,32,1,"female",3,5
1,45,49,0,84,50,0.8,12,1,10,3,32,1,"female",2,4
1,57,59,0,58,66,0.222222222222222,13,6,8,3,32,1,"female",5,5
1,89,87,1,79,73,0.125,14,6,5,2,32,1,"female",3,4
1,40,40,0,57,47,0,15,4,8,3,32,1,"female",4,6
1,1,46,1,94,46,1,16,1,6,2,32,1,"female",3,6
1,150,72,0,44,72,1,17,1,1,1,32,1,"female",5,4
1,80,80,1,76,64,0,18,7,1,1,32,1,"female",4,8
1,94,94,1,98,111,0,19,3,8,3,32,1,"female",4,6
1,73,72,1,62,58,0.0666666666666667,20,3,3,1,32,1,"female",3,4
2,43,43,1,93,53,0,1,6,7,3,41,2,"male",7,13
2,27,31,0,84,33,0.666666666666667,2,5,9,3,41,2,"male",4,7
2,42,46,0,58,50,0.5,3,5,5,2,41,2,"male",8,8
2,69,73,1,79,84,0.266666666666667,4,5,9,3,41,2,"male",5,8
2,36,36,0,57,44,0,5,5,1,1,41,2,"male",7,8
2,77,78,1,94,90,0.0769230769230769,6,5,9,3,41,2,"male",4,10
2,39,43,0,44,46,0.571428571428571,7,5,3,1,41,2,"male",10,8
2,71,75,0,76,82,0.363636363636364,8,5,8,3,41,2,"male",5,7
2,80,80,0,98,97,0,9,6,2,1,41,2,"male",5,10
2,35,36,1,62,46,0.0909090909090909,10,3,7,3,41,2,"male",5,9
2,60,62,0,93,67,0.285714285714286,11,5,3,1,41,2,"male",6,9
2,56,59,1,84,67,0.272727272727273,12,3,4,1,41,2,"male",6,7
2,23,24,1,58,30,0.142857142857143,13,5,1,1,41,2,"male",8,8
2,76,82,1,79,95,0.315789473684211,14,5,5,2,41,2,"male",5,6
2,52,55,0,57,63,0.272727272727273,15,4,3,1,41,2,"male",6,8
2,49,51,1,94,59,0.2,16,5,6,2,41,2,"male",4,8
2,21,24,0,44,32,0.272727272727273,17,4,6,2,41,2,"male",5,8
2,31,32,1,76,37,0.166666666666667,18,6,10,3,41,2,"male",6,8
2,40,44,0,98,53,0.307692307692308,19,4,4,1,41,2,"male",5,7
2,34,38,1,62,46,0.333333333333333,20,5,7,3,41,2,"male",8,7
3,60,63,1,93,70,0.3,1,8,7,3,25,2,"male",5,10
3,29,29,0,84,34,0,2,8,10,3,25,2,"male",3,5
3,23,23,0,58,30,0,3,9,1,1,25,2,"male",7,3
3,25,25,0,79,18,0,4,10,1,1,25,2,"male",4,3
3,68,68,1,57,53,0,5,7,6,2,25,2,"male",3,2
3,28,28,0,94,36,0,6,9,2,1,25,2,"male",5,6
3,51,51,1,44,41,0,7,9,8,3,25,2,"male",7,4
3,70,70,1,76,84,0,8,5,2,1,25,2,"male",3,2
3,95,95,1,98,122,0,9,9,6,2,25,2,"male",5,4
3,64,64,1,62,51,0,10,8,4,1,25,2,"male",2,3
3,26,26,0,93,39,0,11,9,5,2,25,2,"male",4,4
3,29,29,0,84,34,0,12,8,10,3,25,2,"male",3,3
3,60,60,1,58,49,0,13,8,3,1,25,2,"male",3,4
3,82,82,1,79,67,0,14,8,9,3,25,2,"male",5,3
3,22,22,0,57,38,0,15,8,3,1,25,2,"male",5,3
3,29,29,0,94,35,0,16,8,7,3,25,2,"male",10,3
3,21,21,0,44,27,0,17,9,1,1,25,2,"male",4,4
3,36,36,0,76,45,0,18,8,6,2,25,2,"male",4,3
3,75,75,1,98,91,0,19,8,10,3,25,2,"male",3,4
3,71,71,1,62,57,0,20,8,7,3,25,2,"male",5,3
4,116,123,1,93,110,-1.16666666666667,1,9,4,1,54,2,"male",6,12
4,126,126,0,84,90,0,2,9,3,1,54,2,"male",12,12
4,131,122,0,58,103,0.321428571428571,3,7,2,1,54,2,"male",11,9
4,117,109,0,79,93,0.333333333333333,4,6,8,3,54,2,"male",6,8
4,109,101,0,57,90,0.421052631578947,5,8,6,2,54,2,"male",5,9
4,104,87,1,94,85,0.894736842105263,6,8,2,1,54,2,"male",6,9
4,125,87,1,44,72,0.716981132075472,7,9,1,1,54,2,"male",7,8
4,118,94,1,76,94,1,8,7,9,3,54,2,"male",10,10
4,119,97,1,98,95,0.916666666666667,9,9,7,3,54,2,"male",5,9
4,116,108,1,62,97,0.421052631578947,10,10,6,2,54,2,"male",6,7
4,119,100,1,93,94,0.76,11,8,7,3,54,2,"male",7,9
4,128,117,0,84,90,0.289473684210526,12,9,3,1,54,2,"male",9,14
4,104,75,0,58,75,1,13,9,6,2,54,2,"male",5,10
4,116,93,0,79,93,1,14,8,4,1,54,2,"male",6,7
4,114,87,0,57,87,1,15,8,10,3,54,2,"male",7,7
4,113,90,1,94,90,1,16,9,9,3,54,2,"male",8,8
4,110,82,1,44,82,1,17,8,6,2,54,2,"male",5,9
4,87,69,0,76,70,1.05882352941176,18,8,3,1,54,2,"male",4,8
4,102,85,1,98,85,1,19,7,7,3,54,2,"male",7,11
4,107,83,0,62,83,1,20,10,7,3,54,2,"male",5,6
5,100,94,1,93,67,0.181818181818182,1,9,3,1,28,2,"male",5,6
5,120,71,0,84,90,1.63333333333333,2,9,3,1,28,2,"male",5,5
5,126,104,1,58,75,0.431372549019608,3,8,6,2,28,2,"male",3,6
5,54,96,0,79,65,3.81818181818182,4,9,2,1,28,2,"male",3,4
5,83,80,0,57,66,0.176470588235294,5,7,1,1,28,2,"male",5,3
5,46,81,0,94,57,3.18181818181818,6,9,6,2,28,2,"male",3,4
5,82,76,0,44,72,0.6,7,7,1,1,28,2,"male",4,3
5,81,91,1,76,65,-0.625,8,7,3,1,28,2,"male",4,23
5,90,98,1,98,110,0.4,9,6,7,3,28,2,"male",4,4
5,15,23,0,62,20,1.6,10,7,10,3,28,2,"male",5,6
5,17,38,1,93,43,0.807692307692308,11,5,8,3,28,2,"male",5,8
5,48,63,0,84,52,3.75,12,7,6,2,28,2,"male",6,3
5,84,79,1,58,66,0.277777777777778,13,7,8,3,28,2,"male",4,4
5,101,97,0,79,81,0.2,14,8,7,3,28,2,"male",14,3
5,84,90,1,57,67,-0.352941176470588,15,8,4,1,28,2,"male",13,7
5,91,97,1,94,103,0.5,16,6,7,3,28,2,"male",4,4
5,32,36,1,44,40,0.5,17,9,10,3,28,2,"male",5,4
5,56,67,1,76,61,2.2,18,6,6,2,28,2,"male",3,7
5,29,51,0,98,44,1.46666666666667,19,8,9,3,28,2,"male",5,4
5,53,61,0,62,64,0.727272727272727,20,6,3,1,28,2,"male",3,4
6,77,106,1,93,110,0.878787878787879,1,8,4,1,29,2,"male",5,10
6,26,36,0,84,41,0.666666666666667,2,9,6,2,29,2,"male",5,4
6,50,55,1,58,60,0.5,3,7,10,3,29,2,"male",15,3
6,71,72,1,79,85,0.0714285714285714,4,10,9,3,29,2,"male",8,6
6,20,40,0,57,43,0.869565217391304,5,4,6,2,29,2,"male",8,5
6,55,60,0,94,68,0.384615384615385,6,6,9,3,29,2,"male",7,3
6,69,66,1,44,55,0.214285714285714,7,9,8,3,29,2,"male",3,5
6,70,78,1,76,85,0.533333333333333,8,9,6,2,29,2,"male",8,3
6,70,76,0,98,84,0.428571428571429,9,8,4,1,29,2,"male",7,4
6,62,72,0,62,78,0.625,10,7,6,2,29,2,"male",9,3
6,60,62,1,93,67,0.285714285714286,11,8,3,1,29,2,"male",8,4
6,73,82,0,84,87,0.642857142857143,12,7,7,3,29,2,"male",10,4
6,82,77,0,58,66,0.3125,13,8,3,1,29,2,"male",5,5
6,77,87,0,79,93,0.625,14,7,8,3,29,2,"male",3,5
6,64,60,1,57,51,0.307692307692308,15,9,1,1,29,2,"male",4,5
6,77,82,1,94,90,0.384615384615385,16,7,3,1,29,2,"male",4,3
6,81,72,0,44,58,0.391304347826087,17,7,4,1,29,2,"male",3,4
6,82,77,0,76,65,0.294117647058824,18,8,7,3,29,2,"male",6,9
6,77,80,1,98,90,0.230769230769231,19,7,3,1,29,2,"male",2,6
6,73,68,1,62,57,0.3125,20,7,7,3,29,2,"male",4,4
7,88,100,1,93,101,0.923076923076923,1,6,9,3,43,1,"female",9,7
7,62,75,0,84,75,1,2,7,7,3,43,1,"female",9,8
7,57,61,1,58,66,0.444444444444444,3,5,8,3,43,1,"female",5,11
7,77,88,1,79,93,0.6875,4,6,8,3,43,1,"female",44,8
7,62,66,1,57,50,-0.333333333333333,5,4,9,3,43,1,"female",6,7
7,69,78,1,94,82,0.692307692307692,6,6,6,2,43,1,"female",8,7
7,38,42,1,44,45,0.571428571428571,7,7,6,2,43,1,"female",6,8
7,35,38,0,76,40,0.6,8,4,10,3,43,1,"female",6,9
7,94,102,0,98,111,0.470588235294118,9,6,8,3,43,1,"female",7,7
7,52,57,0,62,61,0.555555555555556,10,6,4,1,43,1,"female",10,8
7,39,43,0,93,47,0.5,11,4,2,1,43,1,"female",16,9
7,52,58,0,84,64,0.5,12,7,7,3,43,1,"female",8,7
7,44,57,1,58,53,1.44444444444444,13,6,6,2,43,1,"female",6,6
7,77,82,1,79,93,0.3125,14,3,4,1,43,1,"female",6,11
7,22,33,1,57,43,0.523809523809524,15,6,6,2,43,1,"female",6,7
7,46,51,0,94,55,0.555555555555556,16,4,2,1,43,1,"female",8,8
7,15,21,0,44,27,0.5,17,9,1,1,43,1,"female",8,7
7,35,40,1,76,44,0.555555555555556,18,5,3,1,43,1,"female",18,9
7,41,49,0,98,53,0.666666666666667,19,6,4,1,43,1,"female",8,7
7,52,57,0,62,61,0.555555555555556,20,4,4,1,43,1,"female",5,8
8,73,92,1,93,89,1.1875,1,7,6,2,45,2,"male",6,11
8,100,100,0,84,81,0,2,7,1,1,45,2,"male",7,10
8,132,135,1,58,103,-0.103448275862069,3,5,2,1,45,2,"male",5,4
8,119,119,0,79,95,0,4,4,5,2,45,2,"male",3,6
8,80,81,0,57,63,-0.0588235294117647,5,3,7,3,45,2,"male",5,4
8,110,108,0,94,89,0.0952380952380952,6,3,8,3,45,2,"male",6,5
8,84,86,1,44,64,-0.1,7,2,7,3,45,2,"male",9,14
8,135,134,1,76,88,0.0212765957446809,8,6,2,1,45,2,"male",4,4
8,99,95,1,98,80,0.210526315789474,9,1,3,1,45,2,"male",3,4
8,93,90,0,62,73,0.15,10,8,8,3,45,2,"male",3,3
8,101,97,1,93,82,0.210526315789474,11,4,9,3,45,2,"male",5,5
8,85,85,0,84,67,0,12,7,4,1,45,2,"male",5,5
8,70,69,0,58,58,0.0833333333333333,13,7,7,3,45,2,"male",3,4
8,123,122,1,79,100,0.0434782608695652,14,7,7,3,45,2,"male",3,4
8,91,90,1,57,73,0.0555555555555556,15,4,2,1,45,2,"male",5,4
8,80,87,0,94,90,0.7,16,5,3,1,45,2,"male",3,5
8,53,50,1,44,42,0.272727272727273,17,5,4,1,45,2,"male",6,6
8,69,80,0,76,81,0.916666666666667,18,5,6,2,45,2,"male",4,4
8,102,101,0,98,78,0.0416666666666667,19,5,5,2,45,2,"male",4,4
8,101,100,1,62,83,0.0555555555555556,20,5,7,3,45,2,"male",4,3
9,83,86,1,93,100,0.176470588235294,1,3,10,3,58,1,"female",14,24
9,108,108,0,84,86,0,2,2,1,1,58,1,"female",15,17
9,68,64,0,58,53,0.266666666666667,3,4,8,3,58,1,"female",9,14
9,71,76,1,79,85,0.357142857142857,4,5,9,3,58,1,"female",5,12
9,61,59,0,57,49,0.166666666666667,5,3,4,1,58,1,"female",11,16
9,73,76,1,94,89,0.1875,6,3,8,3,58,1,"female",5,14
9,58,54,0,44,46,0.333333333333333,7,3,3,1,58,1,"female",10,9
9,78,74,0,76,64,0.285714285714286,8,2,1,1,58,1,"female",9,12
9,88,91,0,98,102,0.214285714285714,9,2,1,1,58,1,"female",9,10
9,48,51,0,62,61,0.230769230769231,10,2,6,2,58,1,"female",6,15
9,87,88,1,93,101,0.0714285714285714,11,3,5,2,58,1,"female",11,8
9,76,81,1,84,91,0.333333333333333,12,4,9,3,58,1,"female",6,9
9,62,61,1,58,49,0.0769230769230769,13,4,3,1,58,1,"female",7,10
9,78,81,0,79,93,0.2,14,3,4,1,58,1,"female",10,7
9,57,58,1,57,67,0.1,15,4,5,2,58,1,"female",14,8
9,79,82,1,94,95,0.1875,16,3,7,3,58,1,"female",11,10
9,33,36,0,44,39,0.5,17,3,6,2,58,1,"female",7,12
9,64,67,0,76,76,0.25,18,3,8,3,58,1,"female",14,8
9,83,84,1,98,99,0.0625,19,4,2,1,58,1,"female",4,7
9,43,44,1,62,53,0.1,20,4,7,3,58,1,"female",6,9
10,65,66,1,93,67,0.5,1,6,3,1,27,2,"male",3,8
10,62,71,0,84,75,0.692307692307692,2,5,7,3,27,2,"male",12,3
10,60,56,0,58,49,0.363636363636364,3,5,3,1,27,2,"male",11,9
10,64,71,0,79,75,0.636363636363636,4,5,2,1,27,2,"male",3,4
10,50,55,1,57,60,0.5,5,5,1,1,27,2,"male",7,4
10,59,69,0,94,72,0.769230769230769,6,5,8,3,27,2,"male",4,3
10,39,43,1,44,46,0.571428571428571,7,5,3,1,27,2,"male",21,14
10,51,59,0,76,64,0.615384615384615,8,7,1,1,27,2,"male",22,7
10,62,70,1,98,75,0.615384615384615,9,5,6,2,27,2,"male",4,4
10,62,67,1,62,73,0.454545454545455,10,5,1,1,27,2,"male",3,5
10,68,74,1,93,78,0.6,11,5,6,2,27,2,"male",6,11
10,62,70,0,84,75,0.615384615384615,12,5,2,1,27,2,"male",5,8
10,60,57,1,58,47,0.230769230769231,13,6,8,3,27,2,"male",3,5
10,66,73,0,79,80,0.5,14,5,9,3,27,2,"male",4,4
10,65,62,1,57,53,0.25,15,6,6,2,27,2,"male",6,3
10,74,82,0,94,89,0.533333333333333,16,5,8,3,27,2,"male",5,6
10,62,58,0,44,50,0.333333333333333,17,6,9,3,27,2,"male",4,3
10,70,82,0,76,85,0.8,18,5,6,2,27,2,"male",3,5
10,73,79,1,98,85,0.5,19,5,7,3,27,2,"male",3,5
10,68,64,1,62,54,0.285714285714286,20,6,10,3,27,2,"male",3,3
11,55,65,1,93,65,1,1,9,9,3,56,2,"male",6,12
11,73,89,0,84,89,1,2,7,1,1,56,2,"male",5,9
11,65,52,1,58,52,1,3,3,8,3,56,2,"male",8,5
11,52,60,0,79,61,0.888888888888889,4,4,3,1,56,2,"male",4,5
11,55,65,1,57,65,1,5,6,7,3,56,2,"male",6,5
11,42,50,0,94,49,1.14285714285714,6,6,7,3,56,2,"male",5,4
11,16,20,0,44,19,1.33333333333333,7,7,10,3,56,2,"male",7,5
11,63,74,1,76,75,0.916666666666667,8,7,6,2,56,2,"male",5,4
11,84,99,1,98,100,0.9375,9,6,9,3,56,2,"male",6,3
11,21,18,0,62,18,1,10,8,2,1,56,2,"male",8,5
11,39,48,0,93,48,1,11,7,5,2,56,2,"male",3,6
11,54,63,1,84,63,1,12,8,1,1,56,2,"male",3,13
11,63,50,0,58,51,1.08333333333333,13,7,3,1,56,2,"male",7,7
11,70,80,1,79,80,1,14,6,5,2,56,2,"male",6,5
11,56,67,1,57,68,0.916666666666667,15,6,9,3,56,2,"male",6,4
11,62,74,1,94,74,1,16,5,5,2,56,2,"male",4,6
11,12,26,0,44,27,0.933333333333333,17,7,1,1,56,2,"male",10,5
11,34,35,0,76,40,0.166666666666667,18,6,10,3,56,2,"male",9,9
11,91,111,1,98,116,0.8,19,6,4,1,56,2,"male",14,8
11,74,59,0,62,58,0.9375,20,6,3,1,56,2,"male",3,5
12,69,69,1,93,78,0,1,10,6,2,30,2,"male",19,14
12,50,55,0,84,60,0.5,2,10,8,3,30,2,"male",9,11
12,57,60,0,58,69,0.25,3,10,5,2,30,2,"male",11,13
12,45,45,1,79,54,0,4,10,9,3,30,2,"male",6,11
12,25,30,0,57,38,0.384615384615385,5,10,3,1,30,2,"male",6,8
12,60,60,0,94,72,0,6,10,8,3,30,2,"male",7,9
12,70,45,1,44,56,1.78571428571429,7,10,1,1,30,2,"male",7,8
12,50,50,1,76,60,0,8,10,9,3,30,2,"male",6,5
12,70,70,0,98,84,0,9,10,4,1,30,2,"male",6,6
12,38,40,0,62,42,0.5,10,10,6,2,30,2,"male",10,8
12,45,45,0,93,57,0,11,10,2,1,30,2,"male",6,7
12,75,80,1,84,90,0.333333333333333,12,10,3,1,30,2,"male",9,8
12,40,40,0,58,47,0,13,10,8,3,30,2,"male",14,11
12,65,75,1,79,80,0.666666666666667,14,10,9,3,30,2,"male",9,11
12,50,50,1,57,60,0,15,10,1,1,30,2,"male",9,6
12,55,55,0,94,68,0,16,10,9,3,30,2,"male",12,6
12,55,45,1,44,45,1,17,10,4,1,30,2,"male",12,7
12,50,50,0,76,64,0,18,10,1,1,30,2,"male",6,15
12,60,60,1,98,72,0,19,10,5,2,30,2,"male",13,8
12,70,65,1,62,56,0.357142857142857,20,10,7,3,30,2,"male",10,6
13,64,64,1,93,67,0,1,7,3,1,29,3,"other",8,13
13,55,58,0,84,67,0.25,2,4,4,1,29,3,"other",5,10
13,59,59,1,58,47,0,3,8,8,3,29,3,"other",7,6
13,50,55,0,79,59,0.555555555555556,4,5,2,1,29,3,"other",5,6
13,36,39,0,57,44,0.375,5,6,1,1,29,3,"other",4,6
13,57,64,1,94,68,0.636363636363636,6,4,9,3,29,3,"other",5,5
13,22,28,0,44,28,1,7,6,10,3,29,3,"other",6,6
13,40,44,0,76,47,0.571428571428571,8,5,8,3,29,3,"other",6,5
13,74,85,1,98,91,0.647058823529412,9,7,10,3,29,3,"other",4,5
13,32,36,1,62,46,0.285714285714286,10,8,7,3,29,3,"other",4,9
13,48,52,0,93,56,0.5,11,3,7,3,29,3,"other",5,5
13,44,48,0,84,52,0.5,12,4,6,2,29,3,"other",4,7
13,38,42,0,58,47,0.444444444444444,13,4,8,3,29,3,"other",4,6
13,65,66,1,79,77,0.0833333333333333,14,8,5,2,29,3,"other",4,8
13,28,28,0,57,38,0,15,3,3,1,29,3,"other",6,8
13,48,48,1,94,55,0,16,5,2,1,29,3,"other",5,5
13,22,24,0,44,32,0.2,17,5,6,2,29,3,"other",5,6
13,45,47,1,76,53,0.25,18,5,6,2,29,3,"other",6,5
13,59,60,1,98,70,0.0909090909090909,19,6,3,1,29,3,"other",3,5
13,55,55,1,62,66,0,20,7,1,1,29,3,"other",3,5
14,86,101,1,93,101,1,1,7,9,3,48,1,"female",5,10
14,102,81,0,84,80,0.954545454545455,2,7,8,3,48,1,"female",7,7
14,80,66,0,58,65,0.933333333333333,3,8,6,2,48,1,"female",4,15
14,120,95,1,79,95,1,4,8,5,2,48,1,"female",5,16
14,91,72,0,57,72,1,5,7,7,3,48,1,"female",8,16
14,88,103,1,94,103,1,6,7,7,3,48,1,"female",5,8
14,84,72,0,44,72,1,7,7,1,1,48,1,"female",26,16
14,75,88,1,76,88,1,8,6,2,1,48,1,"female",7,7
14,78,97,0,98,97,1,9,6,2,1,48,1,"female",5,11
14,81,66,1,62,65,0.9375,10,6,8,3,48,1,"female",5,6
14,75,90,1,93,90,1,11,6,6,2,48,1,"female",6,21
14,84,94,1,84,94,1,12,7,5,2,48,1,"female",4,7
14,92,74,0,58,74,1,13,7,1,1,48,1,"female",13,16
14,80,63,1,79,63,1,14,3,7,3,48,1,"female",4,21
14,78,63,1,57,63,1,15,6,3,1,48,1,"female",4,6
14,84,99,0,94,100,0.9375,16,7,9,3,48,1,"female",5,16
14,94,75,0,44,75,1,17,7,9,3,48,1,"female",5,8
14,90,72,0,76,72,1,18,7,3,1,48,1,"female",7,8
14,69,84,1,98,84,1,19,6,4,1,48,1,"female",5,7
14,88,70,0,62,70,1,20,6,3,1,48,1,"female",6,9
15,42,48,1,93,52,0.6,1,7,6,2,40,1,"female",5,5
15,32,33,0,84,34,0.5,2,9,10,3,40,1,"female",5,14
15,47,48,1,58,55,0.125,3,8,4,1,40,1,"female",10,5
15,26,28,0,79,41,0.133333333333333,4,7,9,3,40,1,"female",5,7
15,59,55,1,57,47,0.333333333333333,5,6,1,1,40,1,"female",6,8
15,48,49,1,94,57,0.111111111111111,6,6,6,2,40,1,"female",5,6
15,40,41,1,44,48,0.125,7,8,9,3,40,1,"female",5,5
15,35,35,0,76,40,0,8,7,10,3,40,1,"female",7,8
15,39,41,0,98,53,0.142857142857143,9,6,4,1,40,1,"female",4,5
15,22,23,0,62,35,0.0769230769230769,10,8,5,2,40,1,"female",5,6
15,79,81,1,93,110,0.0645161290322581,11,8,4,1,40,1,"female",4,7
15,35,35,0,84,47,0,12,10,9,3,40,1,"female",4,8
15,31,30,0,58,40,-0.111111111111111,13,9,6,2,40,1,"female",8,6
15,58,60,0,79,67,0.222222222222222,14,9,9,3,40,1,"female",7,5
15,22,23,0,57,30,0.125,15,9,7,3,40,1,"female",11,5
15,75,77,1,94,90,0.133333333333333,16,8,3,1,40,1,"female",5,5
15,13,14,0,44,16,0.333333333333333,17,9,9,3,40,1,"female",8,5
15,57,58,1,76,68,0.0909090909090909,18,8,4,1,40,1,"female",5,6
15,95,99,1,98,116,0.19047619047619,19,6,4,1,40,1,"female",7,7
15,37,41,1,62,46,0.444444444444444,20,7,2,1,40,1,"female",5,9
16,71,75,1,93,84,0.307692307692308,1,7,8,3,42,1,"female",8,14
16,110,100,0,84,89,0.476190476190476,2,4,1,1,42,1,"female",13,12
16,65,60,1,58,52,0.384615384615385,3,6,4,1,42,1,"female",6,9
16,82,82,1,79,65,0,4,5,6,2,42,1,"female",6,11
16,105,90,0,57,87,0.833333333333333,5,3,10,3,42,1,"female",8,12
16,85,90,1,94,103,0.277777777777778,6,7,7,3,42,1,"female",6,9
16,51,50,1,44,40,0.0909090909090909,7,7,1,1,42,1,"female",8,9
16,75,80,0,76,88,0.384615384615385,8,2,6,2,42,1,"female",6,11
16,115,110,1,98,90,0.2,9,5,3,1,42,1,"female",9,9
16,60,60,0,62,73,0,10,2,1,1,42,1,"female",8,10
16,80,88,0,93,98,0.444444444444444,11,3,8,3,42,1,"female",5,12
16,75,80,1,84,89,0.357142857142857,12,5,10,3,42,1,"female",6,8
16,52,57,1,58,65,0.384615384615385,13,4,6,2,42,1,"female",9,9
16,73,80,1,79,90,0.411764705882353,14,5,9,3,42,1,"female",5,8
16,68,63,0,57,54,0.357142857142857,15,3,3,1,42,1,"female",7,8
16,73,79,1,94,90,0.352941176470588,16,6,6,2,42,1,"female",5,10
16,40,42,0,44,49,0.222222222222222,17,2,3,1,42,1,"female",7,9
16,65,65,0,76,79,0,18,3,2,1,42,1,"female",6,9
16,110,98,0,98,91,0.631578947368421,19,3,10,3,42,1,"female",7,9
16,70,63,0,62,56,0.5,20,3,7,3,42,1,"female",5,8
17,90,94,1,93,110,0.2,1,6,4,1,33,2,"male",25,30
17,60,62,0,84,70,0.2,2,5,9,3,33,2,"male",13,13
17,50,45,0,58,63,-0.384615384615385,3,6,2,1,33,2,"male",7,14
17,70,75,0,79,86,0.3125,4,5,2,1,33,2,"male",21,13
17,60,60,1,57,47,0,5,7,8,3,33,2,"male",6,14
17,105,104,1,94,82,0.0434782608695652,6,6,6,2,33,2,"male",14,11
17,45,45,0,44,35,0,7,7,2,1,33,2,"male",7,8
17,80,80,1,76,64,0,8,7,1,1,33,2,"male",5,9
17,75,80,0,98,91,0.3125,9,6,10,3,33,2,"male",4,6
17,75,75,1,62,60,0,10,6,9,3,33,2,"male",12,4
17,110,110,1,93,89,0,11,6,6,2,33,2,"male",7,4
17,60,60,0,84,72,0,12,5,1,1,33,2,"male",7,6
17,70,70,1,58,56,0,13,6,6,2,33,2,"male",6,4
17,70,75,0,79,86,0.3125,14,5,2,1,33,2,"male",8,6
17,75,72,1,57,60,0.2,15,6,8,3,33,2,"male",8,9
17,80,80,0,94,95,0,16,6,7,3,33,2,"male",5,7
17,60,60,0,44,49,0,17,6,3,1,33,2,"male",5,6
17,90,90,1,76,75,0,18,6,6,2,33,2,"male",4,7
17,75,78,0,98,91,0.1875,19,5,10,3,33,2,"male",7,4
17,80,80,1,62,63,0,20,7,10,3,33,2,"male",4,4
18,90,95,1,93,110,0.25,1,3,4,1,34,1,"female",7,10
18,75,80,0,84,90,0.333333333333333,2,3,6,2,34,1,"female",6,6
18,85,81,1,58,69,0.25,3,6,5,2,34,1,"female",6,7
18,108,100,1,79,80,0.285714285714286,4,7,5,2,34,1,"female",6,6
18,50,55,1,57,60,0.5,5,8,8,3,34,1,"female",6,7
18,80,80,0,94,90,0,6,3,3,1,34,1,"female",6,12
18,45,41,1,44,34,0.363636363636364,7,9,9,3,34,1,"female",7,8
18,87,85,0,76,70,0.117647058823529,8,4,3,1,34,1,"female",4,6
18,90,91,0,98,102,0.0833333333333333,9,2,1,1,34,1,"female",3,6
18,68,65,1,62,55,0.230769230769231,10,7,3,1,34,1,"female",3,6
18,87,95,0,93,101,0.571428571428571,11,2,9,3,34,1,"female",6,6
18,110,100,1,84,87,0.434782608695652,12,8,7,3,34,1,"female",5,5
18,75,70,1,58,60,0.333333333333333,13,7,10,3,34,1,"female",4,6
18,55,61,0,79,67,0.5,14,4,9,3,34,1,"female",3,6
18,68,65,0,57,54,0.214285714285714,15,3,3,1,34,1,"female",3,5
18,100,93,1,94,82,0.388888888888889,16,6,6,2,34,1,"female",4,6
18,40,42,0,44,49,0.222222222222222,17,6,3,1,34,1,"female",5,5
18,78,74,1,76,62,0.25,18,5,7,3,34,1,"female",4,5
18,83,85,0,98,99,0.125,19,3,2,1,34,1,"female",4,5
18,58,62,0,62,70,0.333333333333333,20,2,7,3,34,1,"female",5,5
19,60,65,1,93,70,0.5,1,7,7,3,64,1,"female",10,12
19,85,79,0,84,69,0.375,2,8,3,1,64,1,"female",11,19
19,55,60,1,58,66,0.454545454545455,3,7,3,1,64,1,"female",13,10
19,80,71,0,79,65,0.6,4,6,2,1,64,1,"female",14,10
19,50,55,0,57,60,0.5,5,8,5,2,64,1,"female",7,15
19,60,65,0,94,74,0.357142857142857,6,8,5,2,64,1,"female",5,7
19,40,41,1,44,49,0.111111111111111,7,7,3,1,64,1,"female",10,9
19,50,55,0,76,60,0.5,8,8,9,3,64,1,"female",6,10
19,85,90,1,98,102,0.294117647058824,9,7,1,1,64,1,"female",5,13
19,60,65,1,62,73,0.384615384615385,10,6,8,3,64,1,"female",7,11
19,70,80,0,93,89,0.526315789473684,11,7,6,2,64,1,"female",7,7
19,70,76,1,84,84,0.428571428571429,12,7,7,3,64,1,"female",4,5
19,60,51,1,58,47,0.692307692307692,13,8,8,3,64,1,"female",7,9
19,82,73,1,79,67,0.6,14,6,9,3,64,1,"female",4,6
19,53,59,0,57,63,0.6,15,5,3,1,64,1,"female",5,5
19,53,60,1,94,68,0.466666666666667,16,7,9,3,64,1,"female",4,5
19,41,44,0,44,49,0.375,17,8,3,1,64,1,"female",6,7
19,71,76,0,76,82,0.454545454545455,18,6,8,3,64,1,"female",7,5
19,91,108,1,98,116,0.68,19,6,4,1,64,1,"female",5,6
19,73,64,0,62,61,0.75,20,5,6,2,64,1,"female",4,6
20,42,46,1,93,49,0.571428571428571,1,9,7,3,25,2,"male",12,10
