playerNr,groupNr,subjectNr,groupNrStart,currentGroupSize,period,onPage,connected,tStart,lastActionTime,ipaddress,ipaddress_part,location,waitMore,lobbyReady,enterLobby,role,wait_248374ready,wait_248375ready,wait_248376ready,wait_248377ready,wait_248378ready,wait_248379ready,wait_248380ready,wait_248381ready,wait_248382ready,wait_248383ready,wait_248384ready,wait_248385ready,wait_248386ready,wait_248388ready,wait_248389ready,wait_248390ready,wait_248391ready,wait_248392ready,wait_248393ready,wait_248394ready,wait_248395ready,wait_248396ready,wait_248397ready,wait_248398ready,wait_248399ready,wait_248400ready,wait_248401ready,wait_248402ready,wait_248403ready,wait_248404ready,wait_248405ready,wait_248406ready,wait_248520ready,wait_lastInPeriod,periodReady,leftExperiment,experimentTerminated,groupAborted
67,0,0,0,0,20,Collect payment,0,1604078714,1604078730,a788470cd83a79f01b6ae712d09581eb,73.73.137.,42.0469#-88.1051,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
68,0,0,0,0,20,Collect payment,0,1604079989,1604080118,b060a87ca42d4630513e07a76ada42c3,71.10.176.,38.5482#-90.3298,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
69,0,0,0,0,20,Collect payment,0,1604079685,1604079730,76a119ccd09928e92df9f4527acdc73a,73.136.109,29.6009#-95.224,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
70,0,0,0,0,20,Collect payment,0,1604079131,1604079146,57a507a5bdf2944da0934ce6e138c3a9,75.91.46.6,34.4512#-84.153,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
71,0,0,0,0,20,Collect payment,0,1604079986,1604080027,4dc8361472444bf49b68e62fd93f9cc0,67.11.173.,29.521#-98.362,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
72,0,0,0,0,1,Quiz,0,1604078766,1604078766,99772c70d905b6537589826cfc15f41b,148.75.30.,40.7924#-74.0096,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
73,0,0,0,0,20,Collect payment,0,1604079546,1604079579,a2f46f377322ba815f6c6ba751bd4d81,70.176.173,33.3121#-111.8213,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
74,0,0,0,0,20,Collect payment,0,1604079380,1604079401,c6a9cc289662ae8e6864d386ed54f112,172.251.47,34.2666#-118.7643,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
75,0,0,0,0,20,Collect payment,0,1604079780,1604079792,49aa75c3f8c5e23f43dc2909fd567ddd,50.78.227.,44.8962#-93.1036,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
76,0,0,0,0,20,Collect payment,0,1604084056,1604084130,8eb3df6f4bfbbe040c27b30b5ba2232b,73.5.71.17,32.5317#-92.1768,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
77,0,0,0,0,20,Collect payment,0,1604079859,1604079868,fcdb09fd5d88940a5f6eb5304fd74195,24.88.130.,35.9185#-80.5387,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
78,0,0,0,0,1,practicee2,0,1604079698,1604079781,25726794a113696a6285b32523d7f835,199.114.21,40.1104#-83.1131,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
79,0,0,0,0,20,Collect payment,0,1604081081,1604081146,832fc0c618e4d445b9af3466b39be61a,172.58.236,40.7238#-74.2293,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
80,0,0,0,0,20,Collect payment,0,1604079845,1604079866,eb65d2c5679adf40ceeb5d147347dd6f,24.115.20.,40.175#-76.1817,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
81,0,0,0,0,14,e2,0,1604082691,1604082893,b8ebaf670a99d8e54664c033b72cb7f5,167.71.245,40.8364#-74.1403,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
82,0,0,0,0,6,e1,0,1604080205,1604080211,7a1fb09a39c8fdf97b2b47a137a35223,71.12.226.,30.4191#-90.056,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
83,0,0,0,0,20,Collect payment,0,1604080439,1604080457,730fab81366798f15381fc6f673ebc17,98.0.44.12,43.6017#-70.2354,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
84,0,0,0,0,20,Collect payment,0,1604081283,1604081300,1f19e8fac289d0004ba073ccbf085c51,196.17.66.,34.0544#-118.244,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
85,0,0,0,0,20,Collect payment,0,1604081630,1604081672,22e9b9e5d0f074f803d72d3b4e3a7923,196.17.66.,34.0544#-118.244,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
86,0,0,0,0,20,Collect payment,0,1604081815,1604081920,fc66ad3206246500f286a5878c6e4c9b,196.17.64.,34.0544#-118.244,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
87,0,0,0,0,0,NA,NA,0,0,bc7463453bfc2c857a6d68553d02d0d2,207.118.11,47.638#-121.9111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0,0,0,0,20,Collect payment,NA,1604081464,1604081476,7cdfae43594775e621107c8ed8d379c5,68.204.203,28.5274#-81.6012,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
89,0,0,0,0,20,Collect payment,NA,1604082305,1604082326,f0a11c31308303d6dd9be2e4e5b2ac49,23.132.80.,43.7068#-86.3142,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
90,0,0,0,0,20,Collect payment,NA,1604082403,1604082489,fbbf6bd71b4d0c03492bcb13cdfdd694,99.138.133,35.8677#-86.4174,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
91,0,0,0,0,20,Collect payment,0,1604082678,1604082935,74774d9baa2bffbf698411b2281e6a48,196.17.64.,34.0544#-118.244,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
92,0,0,0,0,20,Collect payment,NA,1604082275,1604082294,a01888cdb22e14bc023bc8eb5a1cbe99,24.104.56.,40.1781#-111.5375,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
93,0,0,0,0,20,Collect payment,0,1604084710,1604084764,16b4b5eee7d36aedefcd666da38fff5e,70.135.159,25.8502#-80.2367,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
94,0,0,0,0,20,Collect payment,NA,1604081962,1604081978,1bc397d0fdcddaea7fda88b51c96bd3b,73.166.126,29.9762#-95.6401,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
95,0,0,0,0,1,practicee2,NA,1604082208,1604082275,759829e6cccf4e6cf6984c756944731f,75.184.87.,36.1287#-79.4086,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
96,0,0,0,0,20,Collect payment,0,1604083346,1604083368,a3fa21f2960566cab3f1d11a6a68e0e3,50.231.89.,37.751#-97.822,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
97,0,0,0,0,20,Collect payment,0,1604083222,1604083249,f10092782a0e3631dbd4ca526a8558e1,75.40.24.1,32.5607#-84.8573,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
98,0,0,0,0,0,NA,NA,0,0,7c34399826e30abc94bd8c4d24a4d937,73.17.209.,41.7599#-72.7574,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0,0,0,0,20,Collect payment,0,1604083952,1604083992,9fb82d826d9854771001472296a9190e,173.233.16,40.4591#-90.6805,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
100,0,0,0,0,20,Collect payment,0,1604086506,1604086546,5da9ded94b31ff0103b99493c0d3c159,23.127.73.,30.2423#-97.7672,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
101,0,0,0,0,20,Collect payment,0,1604084262,1604084302,e3a98597f77c873648dd99fe3f04ebd3,76.108.201,25.9381#-80.3146,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
102,0,0,0,0,20,Collect payment,0,1604084338,1604084347,f287c534549ef0d6b9b01b2a59194840,162.40.194,35.5838#-80.864,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
103,0,0,0,0,20,Collect payment,0,1604085167,1604085190,c4cefa5e8e2152fb09e9a150ead1cf8f,108.225.41,35.3274#-97.5556,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
104,0,0,0,0,20,Collect payment,0,1604085923,1604085942,1e3a0c5460c83dca5f1903d5799da8c7,98.212.214,42.0128#-88.0967,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
105,0,0,0,0,20,Collect payment,0,1604085210,1604085242,b11e3227ac1b3dcb1bce4d7c929ab17e,216.75.125,41.1236#-101.7083,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
106,0,0,0,0,20,Collect payment,0,1604085574,1604085600,d59dd78bcc1ee95eb4ed366c75102d32,173.25.25.,44.3351#-93.9811,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
107,0,0,0,0,20,Collect payment,0,1604085377,1604085393,d1d1dc2bab507e9029eb17df23894569,69.253.66.,40.2684#-75.3903,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
108,0,0,0,0,20,Collect payment,0,1604085651,1604085683,a6dc68b75cb47e8cf02af19208b725a7,71.206.46.,39.494#-77.4608,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
109,0,0,0,0,20,Collect payment,0,1604087460,1604087596,02e9bd3ca6c8e0d4c344ad98cfac4140,172.58.79.,36.2158#-115.066,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
110,0,0,0,0,20,Collect payment,0,1604085834,1604087939,375495962995153e6ca3213df2650b9a,67.163.9.1,41.8738#-87.9668,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
111,0,0,0,0,20,Collect payment,0,1604086428,1604086501,6148f12d7b5f6cefd5c0ac988f33528d,67.186.183,41.5774#-73.0245,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
112,0,0,0,0,20,Collect payment,0,1604085507,1604085523,20a1f9d47b18e99a7f577aae52ac9e64,73.112.157,39.8602#-74.8247,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
113,0,0,0,0,20,Collect payment,0,1604085426,1604085451,fcaff94b9355f610f0d142ee8f6c1d10,45.130.254,34.0544#-118.244,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
114,0,0,0,0,20,Collect payment,0,1604085850,1604085866,3bddad2a343b05911b356a1cab0efc54,24.167.198,36.9365#-84.0901,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
115,0,0,0,0,1,Instructions 3,0,1604085114,1604085118,283981b98f9b7b2b8c3d90e954ffaa69,74.193.11.,30.4416#-95.5394,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
116,0,0,0,0,20,Collect payment,0,1604085614,1604085643,5b56b9154f202cbdb61d98e5d1528b93,68.46.20.7,44.8993#-92.9272,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
117,0,0,0,0,20,Collect payment,0,1604086076,1604086144,163abaa91ba5b8be77d1cf828b8dde0b,45.50.117.,33.7615#-118.0763,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
118,0,0,0,0,1,Instructions 3,0,1604085168,1604085192,4d832a048abff1ed29b49c7c7181c230,69.236.220,34.0582#-118.126,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
119,0,0,0,0,1,Instructions 9,0,1604085347,1604085473,5a1de931a9183685736666d52100b9d1,50.122.158,41.4535#-74.4774,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
120,0,0,0,0,20,Collect payment,0,1604085855,1604085864,1b836e8d8ac0605bb5b9c0b7748ac4df,108.45.78.,38.8452#-77.4651,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
121,0,0,0,0,20,Collect payment,0,1604086133,1604086158,7ae04501132c5e0cc8eb6ae18b0dd1b5,45.51.29.8,33.762#-117.9325,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
122,0,0,0,0,20,Collect payment,0,1604086050,1604086084,5a4baa2d0c68d7cbd348c10f349a47d4,142.129.18,34.0964#-117.9682,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
123,0,0,0,0,20,Collect payment,0,1604086709,1604086728,b6449557088b97b27d97f74de1feb6a0,166.216.16,38.8839#-77.105,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
124,0,0,0,0,20,Collect payment,0,1604086241,1604086260,0baa0a871144e99cdb65c5cc9ebb72a4,73.253.75.,42.4567#-71.3747,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
125,0,0,0,0,20,Collect payment,0,1604087759,1604093352,d23816a2fbb8565a4e2881bb72b12af9,207.244.11,38.8263#-77.2111,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
126,0,0,0,0,20,Collect payment,0,1604086492,1604086508,55cc65e9e485c0c33477a264d8c88b00,24.236.252,42.8123#-86.1421,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
127,0,0,0,0,20,Collect payment,0,1604086968,1604087157,a0dab8a3f55110c5657e7e29afcfc578,68.118.97.,34.7828#-84.9332,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
128,0,0,0,0,20,Collect payment,0,1604086869,1604086885,f80ff45de4107dd98b6ee303bb116b65,108.66.4.2,37.2507#-121.836,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
129,0,0,0,0,20,Collect payment,0,1604088926,1604088948,e0dad26522b0e044afc48d1e77da8d00,216.164.19,40.6657#-75.3364,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
130,0,0,0,0,0,NA,NA,0,0,53b7b3dbdb0871c1e96a853baf157fdf,66.195.54.,41.8882#-87.6164,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,0,0,0,0,0,NA,NA,0,0,946cb5921fa63dfb5f6bc630b79dcf3a,205.169.39,39.9648#-83.126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0,0,0,0,20,Collect payment,0,1604087197,1604087211,ae59eba758d34dbda9828c417d5c4d70,70.189.109,36.0934#-95.8791,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
133,0,0,0,0,20,Collect payment,0,1604087572,1604087594,74d6ff9898ff05ac078424643d12bb51,69.133.33.,39.6244#-84.3764,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
134,0,0,0,0,20,Collect payment,0,1604087361,1604087374,1f550ad92038c3eceac3022ca0ddb7c7,68.44.198.,39.6804#-86.1306,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
135,0,0,0,0,20,Collect payment,0,1604087613,1604087631,c2db5515316bca1996468854054cbd1c,72.196.234,38.8263#-77.2111,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
136,0,0,0,0,20,Collect payment,0,1604088061,1604088084,32c62e9504d5181313f6192c87c91a2f,75.87.141.,38.8939#-94.7067,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
